target,family,method,run,evaluations,ratio
reg3_m60_s6,reg3,prior_init,0,2410,0.8518518518518519
reg3_m60_s6,reg3,prior_init,0,2460,0.8518518518518519
reg3_m60_s6,reg3,prior_init,0,2510,0.8518518518518519
reg3_m60_s6,reg3,prior_init,0,2560,0.8518518518518519
reg3_m60_s6,reg3,prior_init,0,2610,0.8518518518518519
reg3_m60_s6,reg3,prior_init,0,2660,0.8518518518518519
reg3_m60_s6,reg3,prior_init,0,2710,0.8518518518518519
reg3_m60_s6,reg3,prior_init,0,2760,0.8518518518518519
reg3_m60_s6,reg3,prior_init,0,2810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,2860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,2910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,2960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3160,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3210,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3260,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3310,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3360,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3410,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3460,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3510,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3560,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3610,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3660,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3710,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3760,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,3960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4160,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4210,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4260,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4310,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4360,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4410,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4460,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4510,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4560,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4610,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4660,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4710,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4760,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,4960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5160,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5210,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5260,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5310,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5360,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5410,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5460,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5510,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5560,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5610,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5660,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5710,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5760,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,5960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6160,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6210,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6260,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6310,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6360,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6410,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6460,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6510,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6560,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6610,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6660,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6710,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6760,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,6960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7160,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7210,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7260,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7310,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7360,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7410,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7460,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7510,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7560,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7610,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7660,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7710,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7760,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,7960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8160,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8210,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8260,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8310,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8360,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8410,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8460,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8510,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8560,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8610,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8660,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8710,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8760,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,8960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9160,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9210,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9260,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9310,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9360,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9410,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9460,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9510,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9560,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9610,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9660,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9710,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9760,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,9960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10160,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10210,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10260,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10310,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10360,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10410,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10460,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10510,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10560,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10610,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10660,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10710,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10760,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10810,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10860,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10910,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,10960,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,11010,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,11060,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,11110,0.8641975308641975
reg3_m60_s6,reg3,prior_init,0,11160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,11960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12010,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12060,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12110,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,12960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13010,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13060,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13110,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,13960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14010,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14060,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14110,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,14960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15010,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15060,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15110,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,15960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16010,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16060,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16110,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,16960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17010,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17060,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17110,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,17960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18010,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18060,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18110,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,18960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19010,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19060,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19110,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19160,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19210,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19260,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19310,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19360,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19410,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19460,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19510,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19560,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19610,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19660,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19710,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19760,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19810,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19860,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19910,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,19960,0.8765432098765432
reg3_m60_s6,reg3,prior_init,0,20010,0.8765432098765432
reg3_m60_s6,reg3,prior_prop,0,10,0.5061728395061729
reg3_m60_s6,reg3,prior_prop,0,60,0.6790123456790124
reg3_m60_s6,reg3,prior_prop,0,110,0.691358024691358
reg3_m60_s6,reg3,prior_prop,0,160,0.7037037037037037
reg3_m60_s6,reg3,prior_prop,0,210,0.7407407407407407
reg3_m60_s6,reg3,prior_prop,0,260,0.7407407407407407
reg3_m60_s6,reg3,prior_prop,0,310,0.7530864197530864
reg3_m60_s6,reg3,prior_prop,0,360,0.7530864197530864
reg3_m60_s6,reg3,prior_prop,0,410,0.7530864197530864
reg3_m60_s6,reg3,prior_prop,0,460,0.7777777777777778
reg3_m60_s6,reg3,prior_prop,0,510,0.8148148148148148
reg3_m60_s6,reg3,prior_prop,0,560,0.8148148148148148
reg3_m60_s6,reg3,prior_prop,0,610,0.8148148148148148
reg3_m60_s6,reg3,prior_prop,0,660,0.8148148148148148
reg3_m60_s6,reg3,prior_prop,0,710,0.8148148148148148
reg3_m60_s6,reg3,prior_prop,0,760,0.8148148148148148
reg3_m60_s6,reg3,prior_prop,0,810,0.8395061728395061
reg3_m60_s6,reg3,prior_prop,0,860,0.8395061728395061
reg3_m60_s6,reg3,prior_prop,0,910,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,960,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1010,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1060,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1110,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1160,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1210,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1260,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1310,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1360,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1410,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1460,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1510,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1560,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1610,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1660,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1710,0.8518518518518519
reg3_m60_s6,reg3,prior_prop,0,1760,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,1810,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,1860,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,1910,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,1960,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2010,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2060,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2110,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2160,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2210,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2260,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2310,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2360,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2410,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2460,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2510,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2560,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2610,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2660,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2710,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2760,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2810,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2860,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2910,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,2960,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3010,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3060,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3110,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3160,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3210,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3260,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3310,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3360,0.8641975308641975
reg3_m60_s6,reg3,prior_prop,0,3410,0.8641975308641975
